host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,property_type,city,rating,no._of_bedrooms,no._of_beds,no._of_baths
Barbara,Ward 2,-33.8910113,18.5805695,Private room,7500.0,1,1,2022-12-23,0.08,1,90,0,Bed and breakfast,Cape Town,,5.0,7.0,4.0
Ralf,Ward 54,-33.91366268301871,18.393717753162772,Private room,2400.0,4,0,,,1,354,0,Boutique hotel,Cape Town,,1.0,1.0,1.0
Tony,Ward 115,-33.92518754305725,18.417449141900665,Entire home/apt,1790.0,3,11,2023-12-01,0.76,3,202,6,Rental unit,Cape Town,4.55,1.0,1.0,1.0
Sinazo,Ward 115,-33.92812260000001,18.4610216,Shared room,700.0,1,0,,,2,365,0,Home,Cape Town,,1.0,1.0,1.0
Chris,Ward 77,-33.92923,18.40323,Private room,1150.0,1,6,2023-01-23,0.41,1,0,1,Cottage,Cape Town,4.83,1.0,1.0,1.0
Brenda,Ward 61,-34.18147,18.42274,Entire home/apt,1500.0,5,2,2023-05-15,0.18,1,240,2,Home,Cape Town,,3.0,3.0,2.0
Paul,Ward 64,-34.09903,18.47912,Entire home/apt,2429.0,1,43,2023-12-25,3.15,4,0,38,Home,Cape Town,4.77,3.0,4.0,2.0
Gayle,Ward 62,-34.01349,18.46203,Entire home/apt,2450.0,10,1,2023-01-05,0.08,3,18,1,Home,Cape Town,,3.0,4.0,3.0
Sabine,Ward 74,-34.042958,18.3541245,Entire home/apt,1529.0,4,0,,,1,0,0,Rental unit,Cape Town,,2.0,2.0,1.0
Adam,Ward 4,-33.84895,18.49039,Entire home/apt,1750.0,2,1,2023-03-08,0.1,1,347,1,Guest suite,Cape Town,,1.0,1.0,1.0
Gertrud,Ward 84,-34.06168823058928,18.879492742843468,Entire home/apt,2641.0,14,0,,,1,0,0,Home,Cape Town,,2.0,2.0,2.0
Adriaan,Ward 23,-33.7343053,18.4516696,Entire home/apt,4280.0,5,2,2023-12-20,0.17,2,337,2,Home,Cape Town,,4.0,4.0,3.0
Hélène,Ward 54,-33.91374,18.39262,Private room,879.0,1,100,2023-12-26,6.71,2,0,85,Townhouse,Cape Town,4.82,1.0,1.0,1.0
Elize,Ward 54,-33.957257068846545,18.381341892985933,Entire home/apt,8476.0,7,3,2023-12-02,0.22,19,126,1,Rental unit,Cape Town,5.0,2.0,2.0,2.0
Haydn,Ward 107,-33.82023,18.47983,Entire home/apt,937.0,2,7,2023-12-24,0.56,1,293,6,Rental unit,Cape Town,3.86,2.0,3.0,1.0
Joshua,Ward 57,-33.93309,18.46911,Entire home/apt,1100.0,3,6,2023-12-15,0.48,1,174,4,Rental unit,Cape Town,4.83,1.0,1.0,2.0
Les,Ward 23,-33.81407,18.47302,Entire home/apt,950.0,3,2,2023-02-16,0.16,1,343,2,Condo,Cape Town,,1.0,1.0,1.0
Propr,Ward 115,-33.91208,18.41968,Entire home/apt,2757.0,2,12,2023-12-06,0.85,1,285,8,Rental unit,Cape Town,4.5,1.0,1.0,1.0
Gabriella And Ian,Ward 107,-33.81595,18.48503,Entire home/apt,1650.0,3,6,2023-08-13,0.49,10,67,5,Home,Cape Town,5.0,3.0,5.0,2.0
Bridget,Ward 59,-33.97702,18.45006,Entire home/apt,5500.0,5,1,2023-01-07,0.08,1,327,1,Home,Cape Town,,3.0,4.0,3.0
Thobile,Ward 1,-33.8452362,18.5517545,Entire home/apt,1286.0,1,2,2022-12-29,0.16,1,82,1,Rental unit,Cape Town,,2.0,2.0,2.0
Keri,Ward 62,-34.0130399,18.46003,Entire home/apt,1440.0,3,4,2023-10-08,0.35,3,312,4,Rental unit,Cape Town,4.75,2.0,2.0,2.0
Moray,Ward 23,-33.8182453,18.4791188,Entire home/apt,2907.0,3,15,2023-12-17,1.13,1,219,12,Townhouse,Cape Town,4.47,3.0,4.0,2.0
Helen,Ward 62,-34.01517,18.46691,Entire home/apt,1239.0,2,4,2023-12-20,0.33,1,6,4,Rental unit,Cape Town,4.75,2.0,3.0,1.0
Shimmer,Ward 4,-33.84951,18.51393,Entire home/apt,514.0,1,15,2023-11-18,1.01,1,341,11,Home,Cape Town,4.6,3.0,3.0,2.0
Jono,Ward 115,-33.91658,18.42209,Entire home/apt,2229.0,2,26,2023-12-19,1.84,53,0,25,Rental unit,Cape Town,4.85,1.0,1.0,1.0
Matthew,Ward 69,-34.10641,18.39087,Entire home/apt,2400.0,7,0,,,1,287,0,Guesthouse,Cape Town,,2.0,2.0,3.0
Juanita,Ward 23,-33.80981,18.46996,Entire home/apt,3201.0,1,4,2023-01-15,0.28,1,0,1,Condo,Cape Town,4.5,1.0,1.0,1.0
Cindy,Ward 64,-34.107144,18.470157,Entire home/apt,1250.0,1,0,,,1,147,0,Vacation home,Cape Town,,1.0,1.0,1.0
Host Agents,Ward 55,-33.8959694,18.5061656,Entire home/apt,2254.0,1,4,2023-12-03,0.39,107,347,4,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Wyatt,Ward 115,-33.92415,18.4212,Entire home/apt,3017.0,1,10,2023-03-21,0.68,5,261,2,Serviced apartment,Cape Town,5.0,1.0,1.0,1.0
Adriaan,Ward 23,-33.73354,18.45157,Entire home/apt,2967.0,3,4,2023-08-31,0.45,2,357,4,Home,Cape Town,5.0,4.0,4.0,3.0
Kirsty,Ward 64,-34.12698,18.4458,Entire home/apt,6000.0,2,27,2023-12-26,2.08,21,297,26,Home,Cape Town,4.96,3.0,4.0,3.0
Propr,Ward 54,-33.92318,18.38293,Entire home/apt,5714.0,2,6,2023-12-08,0.47,1,321,5,Rental unit,Cape Town,4.33,2.0,2.0,2.0
Teresa,Ward 62,-34.01128727686714,18.462598510086536,Entire home/apt,2100.0,5,5,2023-04-28,0.37,1,248,3,Townhouse,Cape Town,5.0,2.0,2.0,2.0
Propr,Ward 115,-33.9137,18.41737,Entire home/apt,4554.0,2,9,2023-10-16,0.65,1,344,6,Rental unit,Cape Town,4.67,2.0,3.0,2.0
Casey,Ward 54,-33.92166,18.38235,Entire home/apt,3414.0,3,12,2023-09-26,1.02,1,302,12,Condo,Cape Town,5.0,1.0,1.0,1.0
Martin,Ward 61,-34.201089,18.3815453,Entire home/apt,6000.0,5,3,2023-01-09,0.25,2,356,2,Vacation home,Cape Town,5.0,4.0,4.0,3.0
Gordon,Ward 54,-33.9187738,18.3932624,Entire home/apt,1450.0,3,13,2023-12-24,0.9,1,58,9,Condo,Cape Town,4.92,2.0,2.0,1.0
Ntombie,Ward 15,-34.05847,18.84909,Entire home/apt,10929.0,1,11,2023-12-21,0.83,2,361,10,Home,Cape Town,4.45,4.0,4.0,3.0
Jayson,Ward 115,-33.912824,18.4183694,Entire home/apt,7051.0,2,31,2023-12-09,2.48,93,332,30,Condo,Cape Town,4.68,2.0,2.0,2.0
Keri,Ward 62,-34.0130399,18.46003,Entire home/apt,3214.0,5,5,2023-03-20,0.4,3,305,4,Rental unit,Cape Town,5.0,3.0,3.0,2.0
Cape Concierge,Ward 54,-33.96159,18.385,Entire home/apt,27500.0,10,0,,,12,346,0,Villa,Cape Town,,5.0,4.0,5.0
Simone,Ward 70,-33.8580286,18.6355155,Entire home/apt,1200.0,3,7,2023-10-31,0.61,1,358,7,Rental unit,Cape Town,5.0,2.0,3.0,2.0
Meghan,Ward 115,-33.90778230000001,18.4073106,Entire home/apt,1467.0,1,54,2023-12-11,3.71,4,284,47,Serviced apartment,Cape Town,4.67,1.0,1.0,1.0
Sean,Ward 54,-33.91075017904268,18.395527696295183,Entire home/apt,1243.0,2,14,2023-12-16,1.02,10,125,11,Rental unit,Cape Town,4.93,1.0,1.0,1.0
Tracy,Ward 77,-33.942105833696445,18.42720008034289,Private room,600.0,1,0,,,2,209,0,Condo,Cape Town,,1.0,2.0,1.0
Gaynor,Ward 64,-34.13187,18.43038,Entire home/apt,690.0,1,3,2023-01-02,0.24,1,360,1,Guest suite,Cape Town,4.67,1.0,1.0,1.0
Sean,Ward 54,-33.93481,18.37857,Entire home/apt,10000.0,2,14,2023-12-11,0.99,10,85,9,Rental unit,Cape Town,4.93,3.0,3.0,2.0
Martin,Ward 61,-34.20045,18.38224,Entire home/apt,1500.0,2,12,2023-11-27,0.86,2,348,5,Rental unit,Cape Town,4.92,1.0,2.0,1.0
Heidi,Ward 59,-33.99322,18.45936,Entire home/apt,8000.0,7,0,,,1,329,0,Home,Cape Town,,3.0,3.0,3.0
Cindy,Ward 1,-33.87438,18.56102,Entire home/apt,760.0,2,2,2023-12-03,0.34,1,329,2,Guesthouse,Cape Town,,1.0,1.0,1.0
Anneline,Ward 23,-33.7116196,18.4458262,Entire home/apt,1643.0,2,0,,,1,300,0,Rental unit,Cape Town,,2.0,2.0,1.0
Jenny,Ward 15,-34.05918,18.84533,Entire home/apt,1550.0,2,1,2022-10-17,0.07,1,326,0,Home,Cape Town,,1.0,2.0,1.0
Gareth,Ward 115,-33.91068,18.39946,Entire home/apt,1250.0,4,1,2022-12-19,0.08,3,341,0,Rental unit,Cape Town,,1.0,1.0,1.0
Cherry,Ward 115,-33.912824,18.4183694,Entire home/apt,1863.0,2,22,2023-12-07,1.67,1,110,21,Rental unit,Cape Town,4.86,1.0,1.0,1.0
Tayla,Ward 58,-33.99277,18.47979,Entire home/apt,1750.0,3,0,,,1,0,0,Condo,Cape Town,,2.0,2.0,1.0
Selina,Ward 23,-33.70205,18.44269,Entire home/apt,680.0,2,13,2023-11-28,1.19,1,0,13,Guest suite,Cape Town,5.0,1.0,1.0,1.0
Koos,Ward 55,-33.8873,18.51186,Entire home/apt,1482.0,2,7,2023-12-15,1.04,90,159,7,Rental unit,Cape Town,4.71,2.0,2.0,2.0
Gail,Ward 4,-33.85292,18.49297,Entire home/apt,2811.0,2,1,2023-11-03,0.54,1,170,1,Rental unit,Cape Town,,2.0,3.0,1.0
Stella-Marié,Ward 8,-33.8986881,18.7088158,Private room,550.0,1,3,2022-12-01,0.21,1,359,0,Home,Cape Town,5.0,1.0,1.0,1.0
Jono,Ward 115,-33.92005,18.42434,Entire home/apt,2364.0,2,44,2023-12-17,3.01,53,5,34,Rental unit,Cape Town,4.93,1.0,1.0,1.0
Keith,Ward 63,-34.01594525365284,18.4720744116394,Entire home/apt,4500.0,2,0,,,5,356,0,Guesthouse,Cape Town,,4.0,7.0,4.0
Marina,Ward 77,-33.93445,18.42088,Private room,605.0,1,21,2023-11-30,1.51,6,317,16,Home,Cape Town,5.0,1.0,2.0,1.0
Debbie,Ward 4,-33.86616,18.49916,Entire home/apt,2221.0,3,17,2023-12-20,1.22,1,75,11,Home,Cape Town,5.0,4.0,4.0,3.0
Shané,Ward 15,-34.05228,18.83635,Entire home/apt,1101.0,2,10,2023-10-13,0.71,1,157,8,Cabin,Cape Town,5.0,2.0,1.0,1.0
Miriam,Ward 83,-34.11315,18.82249,Entire home/apt,2340.0,3,8,2023-10-31,0.63,8,276,6,Condo,Cape Town,4.88,3.0,3.0,2.0
Mihlali,Ward 23,-33.79313,18.45661,Entire home/apt,1738.0,3,4,2023-02-21,0.32,1,322,3,Condo,Cape Town,5.0,2.0,2.0,2.0
Caroline,Ward 74,-34.04307,18.36077,Entire home/apt,3000.0,7,1,2023-01-03,0.08,3,270,1,Townhouse,Cape Town,,3.0,3.0,2.0
Harold,Ward 61,-34.19513,18.3752,Entire home/apt,2200.0,2,9,2023-11-22,0.89,3,0,9,Cottage,Cape Town,5.0,2.0,4.0,1.0
Henri,Ward 62,-34.005,18.43196,Entire home/apt,750.0,2,0,,,1,98,0,Guesthouse,Cape Town,,1.0,1.0,1.0
Claudia,Ward 59,-33.964236,18.4725035,Entire home/apt,987.0,2,22,2023-12-17,1.68,1,105,17,Condo,Cape Town,5.0,2.0,2.0,1.0
Michelle,Ward 58,-33.9603399,18.485518,Entire home/apt,1450.0,2,0,,,1,357,0,Guesthouse,Cape Town,,1.0,1.0,1.0
Helen,Ward 107,-33.82237,18.48512,Entire home/apt,1350.0,2,5,2023-11-22,0.38,1,161,3,Serviced apartment,Cape Town,4.8,1.0,1.0,1.0
Margot,Ward 54,-33.94971,18.38092,Entire home/apt,7500.0,3,19,2023-12-13,1.41,12,113,17,Townhouse,Cape Town,4.21,3.0,4.0,2.0
Baki,Ward 77,-33.94274,18.40559,Entire home/apt,9100.0,5,0,,,38,48,0,Home,Cape Town,,2.0,2.0,3.0
Niles,Ward 115,-33.91771,18.42152,Entire home/apt,4200.0,2,1,2023-01-03,0.08,24,255,1,Serviced apartment,Cape Town,,1.0,1.0,1.0
Christa,Ward 77,-33.93717,18.42096,Entire home/apt,3000.0,1,0,,,23,281,0,Serviced apartment,Cape Town,,2.0,2.0,2.0
Helen,Ward 71,-34.08629,18.44593,Entire home/apt,12000.0,14,1,2023-02-15,0.09,1,360,1,Home,Cape Town,,5.0,5.0,5.0
Marina,Ward 77,-33.93411,18.41963,Private room,649.0,1,22,2023-12-20,1.48,6,331,18,Home,Cape Town,4.91,1.0,1.0,1.0
Nikki,Ward 62,-33.9881,18.45058,Entire home/apt,45000.0,14,0,,,1,363,0,Villa,Cape Town,,6.0,6.0,7.0
Nancy,Ward 54,-33.9618321,18.3740659,Entire home/apt,7500.0,7,4,2023-04-07,0.34,1,315,4,Home,Cape Town,5.0,3.0,3.0,2.0
Marina,Ward 77,-33.93529,18.42016,Shared room,327.0,1,20,2023-11-01,1.48,6,338,15,Home,Cape Town,4.85,1.0,1.0,1.0
Matt,Ward 115,-33.908970866178414,18.40408261957397,Entire home/apt,5500.0,7,3,2023-02-27,0.25,1,80,3,Home,Cape Town,5.0,3.0,4.0,2.0
Ellenor,Ward 60,-33.99103,18.49522,Private room,222.0,3,5,2023-10-01,0.36,2,48,3,Home,Cape Town,5.0,1.0,1.0,1.0
Gene,Ward 54,-33.9524423,18.3864592,Entire home/apt,9144.0,2,55,2023-12-19,3.9,3,249,53,Vacation home,Cape Town,4.91,2.0,2.0,2.0
David,Ward 115,-33.91851,18.42603,Entire home/apt,707.0,2,37,2023-11-22,2.53,1,286,28,Vacation home,Cape Town,4.92,No bedroom,1.0,1.0
Marina,Ward 77,-33.93413,18.41972,Shared room,327.0,1,17,2023-12-13,1.19,6,338,10,Home,Cape Town,4.94,1.0,1.0,1.0
Gabriella And Ian,Ward 107,-33.8163956,18.4857731,Entire home/apt,1400.0,2,1,2023-01-08,0.08,10,81,1,Guest suite,Cape Town,,2.0,3.0,2.0
Tee,Ward 113,-33.829916990031954,18.537941426038746,Entire home/apt,2000.0,1,6,2023-02-24,0.42,2,359,4,Rental unit,Cape Town,4.83,2.0,2.0,2.0
Scotty,Ward 115,-33.92954,18.42263,Entire home/apt,2521.0,2,16,2023-10-30,1.09,103,359,9,Rental unit,Cape Town,4.81,1.0,1.0,1.0
Helene,Ward 83,-34.11848,18.83034,Entire home/apt,2500.0,2,3,2023-11-26,1.73,1,321,3,Vacation home,Cape Town,5.0,2.0,2.0,2.0
Radie,Ward 84,-34.09488432721686,18.873080475380203,Entire home/apt,8214.0,7,2,2023-01-02,0.16,1,179,2,Home,Cape Town,,4.0,6.0,4.0
Craig,Ward 62,-34.00872,18.43316,Entire home/apt,8000.0,6,8,2023-11-23,0.62,6,158,7,Home,Cape Town,5.0,4.0,5.0,3.0
Rest Easy,Ward 115,-33.907772,18.406983,Entire home/apt,8500.0,2,33,2023-12-21,2.37,38,47,29,Rental unit,Cape Town,4.82,2.0,2.0,2.0
Kelly,Ward 83,-34.11378,18.82322,Entire home/apt,1250.0,2,15,2023-12-22,1.03,1,318,12,Condo,Cape Town,4.8,No bedroom,1.0,1.0
Richard,Ward 53,-33.93819,18.49173,Entire home/apt,3200.0,6,1,2023-01-03,0.08,1,264,1,Home,Cape Town,,3.0,3.0,2.0
Marc And Lauren,Ward 4,-33.85505,18.4928,Entire home/apt,750.0,2,6,2023-11-06,0.45,1,304,5,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Naziem,Ward 115,-33.91919099952834,18.42551529407501,Entire home/apt,2443.0,1,7,2023-12-07,0.68,1,310,7,Condo,Cape Town,5.0,1.0,1.0,1.0
Jade,Ward 69,-34.14233,18.35194,Entire home/apt,2750.0,3,2,2023-01-05,0.16,1,70,1,Home,Cape Town,,4.0,3.0,2.0
Propr,Ward 115,-33.91019,18.41148,Entire home/apt,2441.0,2,22,2023-12-03,1.5,1,318,15,Rental unit,Cape Town,4.5,1.0,1.0,1.0
Cathryn,Ward 62,-33.9790015,18.4419546,Entire home/apt,1500.0,7,18,2023-11-30,1.25,1,88,13,Guest suite,Cape Town,5.0,2.0,2.0,1.0
Niel,Ward 77,-33.93629640911371,18.41689879695892,Private room,654.0,1,6,2023-02-26,0.41,1,270,3,Bed and breakfast,Cape Town,5.0,1.0,1.0,1.0
Jenny,Ward 74,-34.01838,18.35889,Entire home/apt,4500.0,3,8,2023-10-23,0.58,17,329,6,Cottage,Cape Town,5.0,3.0,3.0,1.0
Heather,Ward 71,-34.0609005,18.4380135,Entire home/apt,4300.0,3,2,2023-01-17,0.16,1,11,2,Home,Cape Town,,4.0,4.0,3.0
Your.Rentals,Ward 55,-33.8931039,18.4822674,Entire home/apt,4657.0,1,0,,,16,349,0,Rental unit,Cape Town,,2.0,2.0,2.0
Jaco,Ward 77,-33.93566,18.40276,Private room,3194.0,3,2,2023-03-22,0.15,83,328,1,Rental unit,Cape Town,,1.0,1.0,No bath
Koos,Ward 54,-33.920752644877936,18.381152192590324,Entire home/apt,889.0,1,20,2023-12-19,1.39,90,145,13,Rental unit,Cape Town,4.35,1.0,1.0,1.0
Jono,Ward 54,-33.91033,18.39497,Entire home/apt,2167.0,2,13,2023-08-07,0.9,53,359,11,Rental unit,Cape Town,4.31,1.0,1.0,1.0
Nox,Ward 54,-33.96841,18.3797,Entire home/apt,38299.0,5,0,,,142,245,0,Villa,Cape Town,,6.0,6.0,6.0
Rory,Ward 54,-33.94748940903366,18.38315717875957,Private room,1164.0,2,12,2023-12-27,0.86,7,342,8,Home,Cape Town,4.58,1.0,1.0,1.0
Baki,Ward 77,-33.93954,18.40217,Entire home/apt,12999.0,10,1,2023-01-06,0.08,38,61,1,Villa,Cape Town,,4.0,4.0,4.0
Frankie,Ward 61,-34.1292,18.33968,Entire home/apt,14500.0,7,0,,,47,226,0,Home,Cape Town,,5.0,5.0,4.0
Lisa,Ward 69,-34.10545,18.38953,Entire home/apt,523.0,2,21,2023-11-11,1.49,1,339,17,Tiny home,Cape Town,4.62,2.0,3.0,1.0
Bev,Ward 73,-34.02572480411065,18.44940740615129,Entire home/apt,780.0,2,27,2023-12-11,2.36,2,327,27,Guest suite,Cape Town,4.81,1.0,1.0,1.0
Jayson,Ward 115,-33.912824,18.4183694,Entire home/apt,1924.0,2,48,2023-12-14,3.55,93,0,42,Condo,Cape Town,4.73,1.0,1.0,1.0
Nelisa,Ward 59,-33.9920141,18.47233,Entire home/apt,1600.0,3,6,2023-04-16,0.49,2,223,5,Condo,Cape Town,4.83,2.0,2.0,1.0
Nox,Ward 54,-33.96721,18.38112,Entire home/apt,35000.0,5,4,2023-12-07,0.41,142,76,4,Rental unit,Cape Town,4.75,3.0,3.0,3.0
Monica,Ward 113,-33.83195206193036,18.49404993498764,Entire home/apt,2000.0,2,0,,,1,0,0,Vacation home,Cape Town,,1.0,1.0,1.0
Nox,Ward 54,-33.96704,18.38069,Entire home/apt,18021.0,5,5,2023-12-15,0.4,142,61,4,Rental unit,Cape Town,5.0,3.0,3.0,3.0
Bernard,Ward 103,-33.82647,18.69932,Entire home/apt,1500.0,5,2,2023-01-02,0.16,1,2,1,Home,Cape Town,,2.0,2.0,2.0
Crystalla,Ward 54,-33.9128924,18.3951747,Private room,750.0,2,16,2023-12-20,1.17,3,1,15,Vacation home,Cape Town,5.0,1.0,1.0,1.0
Anthea,Ward 115,-33.912824,18.4183694,Entire home/apt,2593.0,2,34,2023-12-02,2.4,18,179,27,Rental unit,Cape Town,4.91,1.0,2.0,1.0
Terry,Ward 57,-33.95257,18.47204,Private room,300.0,14,1,2023-01-22,0.09,20,230,1,Home,Cape Town,,1.0,1.0,3.0
Colleen,Ward 84,-34.06044,18.86117,Entire home/apt,1103.0,2,0,,,3,111,0,Guest suite,Cape Town,,1.0,1.0,1.0
Colleen,Ward 84,-34.06011,18.86102,Entire home/apt,1824.0,2,0,,,3,111,0,Cottage,Cape Town,,1.0,1.0,1.0
Jayson,Ward 115,-33.912824,18.4183694,Entire home/apt,4653.0,2,35,2023-12-02,2.5,93,335,29,Condo,Cape Town,4.94,2.0,2.0,2.0
Colleen,Ward 84,-34.06058,18.86231,Entire home/apt,2995.0,2,4,2023-03-26,0.32,3,296,3,Guest suite,Cape Town,5.0,2.0,2.0,2.0
Mohammed,Ward 55,-33.89135395015969,18.50979602435914,Entire home/apt,6710.0,2,45,2023-11-02,3.13,4,153,39,Rental unit,Cape Town,4.89,3.0,4.0,2.0
Simon,Ward 64,-34.0846731,18.4775538,Entire home/apt,2800.0,2,1,2023-12-18,1.0,2,317,1,Home,Cape Town,,2.0,2.0,2.0
Conrad & Lieze,Ward 23,-33.729159682098484,18.44270161111452,Entire home/apt,3000.0,10,0,,,11,179,0,Home,Cape Town,,4.0,2.0,3.0
Julie,Ward 54,-33.9184054,18.3860188,Entire home/apt,2250.0,6,4,2023-12-23,0.32,1,350,3,Rental unit,Cape Town,5.0,1.0,1.0,1.0
Jaqueline,Ward 64,-34.1036253,18.4696825,Entire home/apt,2500.0,20,1,2023-01-05,0.08,1,79,1,Home,Cape Town,,4.0,4.0,2.0
Michelle,Ward 61,-34.19379473637221,18.37319053220432,Entire home/apt,7600.0,5,0,,,1,41,0,Villa,Cape Town,,4.0,6.0,4.0
Jonathan,Ward 74,-34.026967,18.3449248,Entire home/apt,6223.0,7,0,,,2,317,0,Home,Cape Town,,3.0,4.0,3.0
Denis,Ward 54,-33.9122769,18.3962268,Entire home/apt,3500.0,2,3,2023-03-04,0.24,2,60,2,Rental unit,Cape Town,5.0,2.0,2.0,2.0
Kevin,Ward 61,-34.1727069,18.4279179,Entire home/apt,1600.0,2,6,2023-05-01,0.5,1,343,6,Rental unit,Cape Town,5.0,2.0,3.0,2.0
Miles Maile,Ward 115,-33.91793009467292,18.428959921002388,Entire home/apt,1800.0,1,41,2023-11-23,2.82,1,335,29,Rental unit,Cape Town,4.68,1.0,1.0,1.0
Nicole,Ward 115,-33.9101133,18.412466,Entire home/apt,990.0,2,12,2023-12-11,0.84,16,150,8,Rental unit,Cape Town,5.0,No bedroom,1.0,1.0
Emil,Ward 21,-33.87367,18.64146,Entire home/apt,2400.0,2,28,2023-12-15,2.0,1,61,24,Home,Cape Town,4.79,3.0,3.0,2.0
Tjasa,Ward 74,-34.02131,18.35561,Entire home/apt,6879.0,3,1,2023-01-06,0.08,1,2,1,Home,Cape Town,,4.0,6.0,3.0
Stefan,Ward 71,-34.0435854,18.4312443,Private room,1500.0,2,0,,,1,365,0,Bed and breakfast,Cape Town,,6.0,4.0,5.0
Angelique,Ward 83,-34.1088,18.82046,Entire home/apt,5085.0,2,8,2023-11-07,0.62,1,342,7,Home,Cape Town,5.0,4.0,4.0,3.0
Tony,Ward 115,-33.92527,18.41805,Entire home/apt,1500.0,3,2,2023-10-10,0.17,3,154,2,Rental unit,Cape Town,,1.0,1.0,1.0
Mark,Ward 54,-33.94717,18.38266,Entire home/apt,12000.0,2,0,,,1,189,0,Villa,Cape Town,,3.0,4.0,2.0
Nwabisa,Ward 53,-33.93846,18.51892,Entire home/apt,671.0,1,5,2023-01-07,0.39,1,10,2,Condo,Cape Town,4.6,2.0,2.0,1.0
Bianca,Ward 64,-34.14167,18.42713,Entire home/apt,1127.0,2,13,2023-11-27,1.05,1,121,12,Home,Cape Town,4.92,2.0,3.0,2.0
Hanna,Ward 100,-34.129652537983034,18.90063517301634,Entire home/apt,785.0,1,13,2023-12-21,1.05,2,330,12,Shipping container,Cape Town,4.92,1.0,1.0,1.0
Ishrat,Ward 115,-33.90167,18.40067,Entire home/apt,3622.0,2,2,2023-03-13,0.19,1,209,2,Condo,Cape Town,,2.0,2.0,2.0
Scotty,Ward 115,-33.91957,18.42421,Entire home/apt,2128.0,2,13,2023-12-20,0.92,103,360,10,Rental unit,Cape Town,4.31,1.0,1.0,1.0
Lara,Ward 54,-33.91477042345762,18.39389928287738,Entire home/apt,7500.0,4,3,2023-11-26,1.22,2,41,3,Home,Cape Town,5.0,3.0,4.0,2.0
Joey & Nic,Ward 115,-33.9100279,18.4137339,Entire home/apt,1850.0,2,34,2023-12-10,2.39,19,270,30,Condo,Cape Town,4.88,No bedroom,1.0,1.0
Stonehurst Guesthouse,Ward 54,-33.9110026,18.396241,Private room,1607.0,1,19,2023-11-17,1.73,10,85,19,Home,Cape Town,4.63,2.0,3.0,1.0
Scotty,Ward 115,-33.91779,18.42469,Entire home/apt,2005.0,2,25,2023-11-30,1.76,103,0,22,Rental unit,Cape Town,4.62,1.0,1.0,1.0
Ukiyo,Ward 54,-33.92225,18.38242,Entire home/apt,5296.0,2,3,2023-02-12,0.25,3,235,3,Serviced apartment,Cape Town,4.33,2.0,2.0,2.0
Pippa,Ward 69,-34.10211220000001,18.365645,Entire home/apt,700.0,2,7,2023-05-01,0.5,2,308,3,Loft,Cape Town,5.0,1.0,1.0,1.0
Helene,Ward 107,-33.81584,18.48719,Entire home/apt,2000.0,3,6,2023-11-26,0.43,1,340,5,Home,Cape Town,4.83,2.0,3.0,1.0
Willa,Ward 59,-33.96776,18.47463,Entire home/apt,7914.0,7,1,2023-01-11,0.09,1,172,1,Home,Cape Town,,4.0,6.0,3.0
Louisa,Ward 83,-34.11215,18.82334,Entire home/apt,1850.0,2,18,2023-12-15,1.54,1,285,18,Condo,Cape Town,4.78,2.0,3.0,1.0
Nox,Ward 54,-33.94588,18.37994,Entire home/apt,11318.0,4,5,2023-12-14,0.42,142,289,5,Villa,Cape Town,4.4,3.0,3.0,3.0
Nicolette,Ward 23,-33.7393,18.45175,Private room,1200.0,3,3,2023-02-18,0.27,1,345,3,Vacation home,Cape Town,4.67,1.0,1.0,1.0
Lindi,Ward 21,-33.87594,18.64669,Entire home/apt,4310.0,6,1,2022-11-08,0.07,1,332,0,Home,Cape Town,,3.0,3.0,2.0
LaStay,Ward 54,-33.9206096,18.3915513,Entire home/apt,10000.0,7,0,,,114,356,0,Home,Cape Town,,4.0,4.0,3.0
Gareth,Ward 115,-33.9095,18.40806,Entire home/apt,1380.0,4,0,,,3,206,0,Rental unit,Cape Town,,1.0,1.0,1.0
Janine & Rachel,Ward 54,-33.9556721,18.3861115,Entire home/apt,11250.0,3,16,2023-12-19,1.11,34,330,11,Townhouse,Cape Town,4.75,3.0,3.0,2.0
Nancy,Ward 55,-33.89019799391116,18.512069075007645,Entire home/apt,2621.0,3,0,,,1,49,0,Rental unit,Cape Town,,2.0,3.0,2.0
Andrea,Ward 115,-33.9329,18.40885,Entire home/apt,2500.0,14,0,,,1,352,0,Condo,Cape Town,,2.0,2.0,1.0
Maxime And Jelle,Ward 115,-33.90821,18.41022,Entire home/apt,2500.0,3,14,2023-12-17,1.14,1,289,13,Condo,Cape Town,5.0,1.0,1.0,1.0
Nicholas G,Ward 54,-33.916771,18.3906895,Entire home/apt,1700.0,1,2,2023-01-02,0.17,2,362,2,Serviced apartment,Cape Town,,1.0,1.0,1.0
Erik,Ward 115,-33.92906,18.4102,Private room,600.0,2,1,2023-08-06,0.21,1,185,1,Guest suite,Cape Town,,1.0,1.0,1.0
Antoinette,Ward 112,-33.83074,18.6721,Entire home/apt,650.0,1,17,2023-12-24,1.42,1,353,17,Condo,Cape Town,4.82,1.0,2.0,1.0
