id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
984062767147306890,Home in Cape Town · 3 bedrooms · 3 beds · 1.5 baths,62607928,Antje,,Ward 64,-34.10477666020532,18.471151939900206,Entire home/apt,2500,7,1,2023-10-08,0.37,4,196,1,
986937287153584340,Guest suite in Cape Town · 1 bedroom · 1 bed · 1 bath,195961980,Martin And Adi,,Ward 21,-33.861423074796406,18.656102499315377,Entire home/apt,760,2,2,2023-11-20,1.40,1,153,2,
984083267447430439,Rental unit in Cape Town · ★4.67 · 1 bedroom · 2 beds · 1 bath,87311480,Wade,,Ward 115,-33.909724622624836,18.39479778514046,Entire home/apt,,2,3,2023-11-27,1.91,1,0,3,
986972637712428529,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,418740989,Kim,,Ward 61,-34.1941002,18.4242897,Entire home/apt,3000,7,0,,,2,228,0,
984090299812450145,Home in Cape Town · 3 bedrooms · 2 beds · 2 baths,300693280,Ryan,,Ward 74,-34.04165,18.3538709,Entire home/apt,1928,21,0,,,1,6,0,
984092425165235057,Home in Cape Town · 1 bedroom · 1 bed · 1 shared bath,512984467,Richard,,Ward 70,-33.85761532771827,18.63168065297443,Private room,995,2,0,,,2,0,0,
987370203075782465,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 3 beds · 2 baths,537580810,Rest Easy,,Ward 54,-33.9199739,18.3894502,Entire home/apt,4982,2,4,2023-11-23,1.79,3,35,4,
987389701185683339,Rental unit in Cape Town · 1 bedroom · 1 bed · 2 baths,23458761,Melonie,,Ward 115,-33.90956948479054,18.417706889773946,Entire home/apt,6718,5,0,,,1,159,0,
984117586348205541,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,16044643,Johann Benjamin,,Ward 115,-33.91800689364199,18.41759204864502,Entire home/apt,2343,2,10,2023-12-23,3.03,1,109,10,
984139830435386317,Home in Cape Town · ★4.83 · 2 bedrooms · 2 beds · 2 baths,39174880,Rest Easy,,Ward 54,-33.9533518,18.3800734,Entire home/apt,14250,2,5,2023-12-02,1.85,38,0,5,
984174635880651226,Bed and breakfast in Cape Town · 10 bedrooms · 1 bed · 8 baths,527460091,Parow,,Ward 10,-33.902957961879814,18.59486555101461,Private room,362,1,0,,,2,269,0,
987409778308475869,Rental unit in Cape Town · ★New · 1 bedroom · 1 bed · 1 bath,212474377,Slade,,Ward 115,-33.91153699618766,18.411238886222424,Entire home/apt,1200,1,0,,,1,267,0,
987421374419649683,Rental unit in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 2.5 baths,538648876,Harbour Edge Penthouse,,Ward 115,-33.9152919,18.4211637,Entire home/apt,8622,3,6,2023-12-10,2.14,1,0,6,
984251652670056600,Guest suite in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,22792433,Amanda,,Ward 23,-33.70855582807842,18.443094448077748,Entire home/apt,1200,3,5,2023-11-22,1.79,1,5,5,
987458915062403335,Rental unit in Cape Town · 1 bedroom · 10 beds · 1 shared bath,506257277,Derrick,,Ward 115,-33.9259843,18.4215974,Shared room,280,1,1,2023-12-22,1,1,246,1,
987477832765297719,Rental unit in Cape Town · ★4.60 · 4 bedrooms · 5 beds · 4 baths,447507612,Brendon,,Ward 115,-33.9089893,18.41217,Entire home/apt,12058,2,10,2023-12-25,3.57,68,12,10,
987505828501815346,Rental unit in Cape Town · ★4.0 · 2 bedrooms · 2 beds · 2 baths,447507612,Brendon,,Ward 115,-33.90805,18.41254,Entire home/apt,3091,1,9,2023-12-15,3.21,68,223,9,
984436122109913690,Rental unit in Cape Town · ★4.86 · 1 bedroom · 1 bed · 1 bath,47832096,Gordon,,Ward 115,-33.90895368348543,18.41221291534423,Entire home/apt,3824,1,13,2023-12-23,5.57,1,0,13,
987535832737596698,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,116018589,Una,,Ward 23,-33.791735269424876,18.457110897567407,Entire home/apt,2500,2,0,,,8,236,0,
987541778991070792,Home in Cape Town · 4 bedrooms · 4 beds · 3.5 baths,1328719,Pierre,,Ward 59,-33.989696,18.4712127,Entire home/apt,,5,0,,,1,0,0,
984558372481260290,Rental unit in Cape Town · ★4.67 · 1 bedroom · 1 bed · 1 bath,90798683,Bianca,,Ward 54,-33.92123088871071,18.381428495049477,Entire home/apt,1216,3,3,2023-12-03,1.96,25,95,3,
987553205450309107,Guesthouse in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,49783603,David,,Ward 73,-34.01950069532845,18.46444640754349,Private room,599,3,3,2023-11-30,1.02,2,167,3,
987581543241081892,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,120181610,Andreas,,Ward 77,-33.94298580230266,18.424053957672125,Entire home/apt,1914,4,4,2023-12-23,3.00,1,222,4,
984586600001518985,Home in Cape Town · 1 bedroom · 3 beds · 1 shared bath,538026151,Ma,,Ward 1,-33.8321657,18.5416289,Private room,452,1,0,,,1,179,0,
984593307989599611,Rental unit in Cape Town · ★New · 1 bedroom · 1 bed · 1 bath,13909972,Lindsay,,Ward 54,-33.9146704,18.3959352,Entire home/apt,2357,2,1,2023-12-12,1,1,155,1,
984598263725817083,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,538029130,Aiyel,,Ward 115,-33.9238605,18.4157589,Entire home/apt,1866,3,0,,,1,298,0,
984602112392887715,Home in Cape Town · 6 bedrooms · 6 beds · 2 baths,1728236,Jessica,,Ward 57,-33.95196277602146,18.47108680205586,Entire home/apt,1835,7,0,,,10,178,0,
987645999966029239,Rental unit in Cape Town · 2 bedrooms · 3 beds · 2.5 baths,376500635,Craig,,Ward 107,-33.83043013145412,18.480985447830278,Entire home/apt,1883,1,0,,,1,175,0,
984653416992543618,Guesthouse in Cape Town · 2 bedrooms · 2 beds · 2 baths,538042142,Retha,,Ward 61,-34.165937,18.431341,Entire home/apt,1360,2,0,,,1,261,0,
984719674415208923,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 3 beds · 1 bath,304286817,Amy Li,,Ward 23,-33.815477167444605,18.473881892859936,Entire home/apt,2400,2,3,2023-11-20,1.10,10,213,3,
987651247244966586,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,27676539,Jo,,Ward 54,-33.9524751,18.3894144,Entire home/apt,2400,4,5,2023-12-08,2.08,2,130,5,
987665703035363997,Rental unit in Cape Town · ★4.80 · Studio · 1 bed · 1 bath,255727382,Celso,,Ward 115,-33.92642597053219,18.41333810656447,Entire home/apt,1360,2,5,2023-12-21,3.13,24,170,5,
984765907289059634,Rental unit in Cape Town · ★4.88 · 2 bedrooms · 3 beds · 2 baths,538077524,Carlien,,Ward 61,-34.17133689263396,18.42791432593382,Entire home/apt,1500,1,15,2023-12-23,5.00,1,0,15,
984808034199653005,Home in Cape Town · 3 bedrooms · 5 beds · 3 baths,48553882,Rosie,,Ward 23,-33.8120118,18.4717888,Entire home/apt,4000,3,0,,,10,175,0,
987681257387077395,Guest suite in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,60740228,Kimberly,,Ward 64,-34.08543326439111,18.455033339560032,Private room,800,1,5,2023-12-10,1.76,3,215,5,
984839197397779085,Rental unit in Cape Town · ★4.82 · 1 bedroom · 1 bed · 1 bath,474552504,Cameron,,Ward 115,-33.91902226476709,18.425505397807445,Entire home/apt,1826,1,11,2023-12-10,3.75,1,169,11,
987709785253369055,Home in Cape Town · 2 bedrooms · 2 beds · 1 bath,311353480,Thinus,,Ward 54,-33.91039689999999,18.3974255,Entire home/apt,,6,1,2023-12-01,1,2,0,1,
987761299357260215,Rental unit in Cape Town · 2 bedrooms · 3 beds · 2 baths,49806570,Safeera,,Ward 55,-33.89299786338494,18.506467162174978,Entire home/apt,3623,1,0,,,6,68,0,
987797641597761595,Serviced apartment in Cape Town · 1 bedroom · 1 bed · 2 baths,244291720,Levin,,Ward 115,-33.92456560500044,18.448683270391857,Entire home/apt,2600,1,0,,,3,364,0,
988077344760208969,Home in Cape Town · 2 bedrooms · 2 beds · 1 bath,58418543,Lee-Anne,,Ward 58,-33.9887202,18.4729612,Entire home/apt,998,5,1,2023-10-03,0.35,1,323,1,
984854821818311405,Home in Cape Town · 1 bedroom · 1 bed · 1 bath,26398163,Mahlatse,,Ward 4,-33.85831648295769,18.503989318154453,Private room,960,1,0,,,1,89,0,
988246335363168399,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,6193093,Rebecka,,Ward 115,-33.9239055991154,18.421691469848156,Entire home/apt,2200,1,3,2023-12-23,1.03,1,221,3,
988267538629376549,Home in Cape Town · 1 bedroom · 1 bed · 1 bath,93306936,Sandra,,Ward 74,-34.011486679544234,18.33518876119771,Private room,1200,2,0,,,2,267,0,
988277245538199304,Home in Cape Town · 3 bedrooms · 3 beds · 3 baths,282057414,Andrew,,Ward 107,-33.82115909550815,18.480198654714123,Entire home/apt,1650,5,0,,,2,135,0,
984894101862471710,Home in Cape Town · 3 bedrooms · 3 beds · 2 baths,506233918,Linda,,Ward 103,-33.84145369944579,18.67947522413189,Entire home/apt,2714,2,0,,,1,90,0,
988280577759905006,Guesthouse in Cape Town · 1 bedroom · 2 beds · 1 bath,415447922,Delano Ryan,,Ward 1,-33.8828911,18.5875575,Private room,1000,1,0,,,6,269,0,
988291955313034974,Guesthouse in Cape Town · 1 bedroom · 1 bed · 1 bath,415447922,Delano Ryan,,Ward 1,-33.8828911,18.5875575,Private room,920,1,0,,,6,265,0,
988330986715993537,Home in Cape Town · 2 bedrooms · 2 beds · 2.5 baths,77303906,Natalie,,Ward 115,-33.91202101322966,18.404690478951025,Entire home/apt,6400,3,0,,,2,170,0,
988337133790798893,Guesthouse in Cape Town · 1 bedroom · 1 bed · 1 private bath,465127459,Uli,,Ward 62,-34.01949113394932,18.43132726931153,Private room,762,2,2,2023-12-26,1.82,2,223,2,
988475242716840860,Bed and breakfast in Cape Town · 1 bedroom · 1 bed · 1 bath,533994178,Sebastiao,,Ward 107,-33.7953224179946,18.49255487857361,Private room,750,1,0,,,3,251,0,
985179307267610602,Home in Cape Town · 2 bedrooms · 2 beds · 2 baths,12729704,Christa,,Ward 77,-33.940305650436024,18.41693401351359,Entire home/apt,3571,8,0,,,23,240,0,
985187945860273852,Home in Cape Town · 2 bedrooms · 2 beds · 2 baths,538169627,Daniel,,Ward 74,-34.0159429573997,18.351546081246717,Entire home/apt,8765,3,0,,,8,54,0,
988476934332582954,Condo in Cape Town · ★4.94 · 2 bedrooms · 3 beds · 1.5 baths,537435975,Richard,,Ward 64,-34.1079968,18.4696134,Entire home/apt,1800,2,16,2023-12-26,5.71,1,187,16,
988743985972643694,Home in Cape Town · 3 bedrooms · 3 beds · 3 baths,15290191,Hanneke,,Ward 107,-33.80876363543932,18.496930450201035,Entire home/apt,1426,4,1,2023-12-19,1,1,24,1,
988855101277815612,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,90274786,Nadia,,Ward 107,-33.8226975,18.4778079,Entire home/apt,2000,1,1,2023-12-04,1,16,334,1,
988921509918714380,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,178175590,Rodger,,Ward 115,-33.90789662512974,18.402806885398984,Entire home/apt,3995,5,0,,,1,0,0,
988940515454747244,Home in Cape Town · 4 bedrooms · 3 beds · 3.5 baths,23276018,Baki,,Ward 54,-33.923315,18.3911868,Entire home/apt,12500,30,0,,,38,252,0,
988953497995354740,Rental unit in Cape Town · ★4.88 · 2 bedrooms · 2 beds · 2 baths,532674068,Christopher,,Ward 115,-33.913488676325024,18.42527087777853,Entire home/apt,3506,2,8,2023-12-22,4.90,2,221,8,
989018873011831769,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,280368543,Rahul,,Ward 59,-33.97612901721103,18.465816490352154,Entire home/apt,1150,1,0,,,1,5,0,
989870076806845734,Rental unit in Cape Town · ★New · 2 bedrooms · 2 beds · 1 bath,93889666,D,,Ward 77,-33.92775961797702,18.40795291600399,Entire home/apt,2486,2,1,2023-12-17,1,1,157,1,
989024020567960356,Home in Cape Town · 6 bedrooms · 6 beds · 6 baths,181810294,Brian,,Ward 62,-33.985559595054724,18.447139286395675,Entire home/apt,110000,7,0,,,1,270,0,
989896571049277208,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,369636918,Luna,,Ward 115,-33.928816,18.4216893,Entire home/apt,1655,2,2,2023-12-01,1.02,100,360,2,
989039381769873287,Rental unit in Cape Town · 2 bedrooms · 2 baths,340819225,Marius,,Ward 23,-33.81280582224454,18.47195050926803,Entire home/apt,2290,2,0,,,1,237,0,
989909888220240622,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,539252657,,,Ward 5,-33.86172,18.5348,Entire home/apt,886,1,0,,,1,267,0,
990015856004970924,Rental unit in Cape Town · ★4.71 · 1 bedroom · 1 bed · 1 bath,82826095,Taro,,Ward 115,-33.918798957970495,18.423418135551493,Entire home/apt,1371,1,16,2023-12-17,5.39,2,0,16,
990292137983689013,Home in Cape Town · 3 bedrooms · 4 beds · 3 baths,478664533,Luzandrie,,Ward 5,-33.8782858345676,18.54251323762681,Entire home/apt,3000,5,0,,,2,319,0,
990296589221878833,Villa in Cape Town · 5 bedrooms · 5 beds · 5.5 baths,6632489,Turnkey365,,Ward 54,-33.96104976691838,18.377466105084633,Entire home/apt,35007,1,1,2023-10-09,0.37,53,68,1,
990305633031189008,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,6632489,Turnkey365,,Ward 115,-33.921917460102286,18.417503578972582,Entire home/apt,7516,1,0,,,53,312,0,
990329940323846181,Home in Cape Town · 3 bedrooms · 3 beds · 3.5 baths,332543059,David,,Ward 59,-33.9973324,18.466691,Entire home/apt,6000,10,0,,,1,0,0,
989072908483861764,Home in Cape Town · 2 bedrooms · 2 beds · 2.5 baths,72451760,Terry,,Ward 115,-33.90991322500389,18.405888564884663,Entire home/apt,5200,2,0,,,1,262,0,
990342889622504948,Rental unit in Cape Town · ★4.75 · 2 bedrooms · 2 beds · 1 bath,87234125,Perch Stays,,Ward 55,-33.89006712224573,18.4874251767212,Entire home/apt,3500,1,4,2023-11-20,1.43,31,49,4,
989080988493486657,Home in Cape Town · ★New · 4 bedrooms · 5 beds · 3 baths,236250173,Robert,,Ward 57,-33.9547311406175,18.47755313140992,Entire home/apt,,5,0,,,1,0,0,
990436110381753604,Home in Cape Town · 4 bedrooms · 9 beds · 3 baths,10817712,Bronwyn,,Ward 23,-33.73796,18.44723,Entire home/apt,4500,15,0,,,1,96,0,
990462771474843442,Home in Cape Town · 2 bedrooms · 2 beds · 2 baths,369636918,Luna,,Ward 23,-33.7031648,18.4434267,Entire home/apt,7058,2,0,,,100,351,0,
990756851940372717,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 2 beds · 1 bath,369636918,Luna,,Ward 77,-33.935132968170514,18.404727934373234,Entire home/apt,2758,2,3,2023-11-18,1.22,100,339,3,
989103384764544208,Rental unit in Cape Town · ★5.0 · 2 bedrooms · 3 beds · 1 bath,6332635,Trevor,,Ward 64,-34.11555138414197,18.461988642811775,Entire home/apt,2457,3,3,2023-11-18,1.70,1,188,3,
989135728790343623,Guesthouse in Cape Town · 2 bedrooms · 3 beds · 1 bath,391206682,Charlene,,Ward 23,-33.817003645620716,18.480355069041252,Entire home/apt,1509,3,1,2023-12-16,1,2,221,1,
990978492076164282,Rental unit in Cape Town · 3 bedrooms · 3 beds · 3 baths,539486402,Propr,,Ward 115,-33.9121996,18.4146795,Entire home/apt,9936,4,1,2023-11-24,0.86,1,325,1,
991027839248432635,Villa in Cape Town · 4 bedrooms · 8 beds · 4.5 baths,8547867,Hilly,,Ward 69,-34.121167493782515,18.374236393201233,Entire home/apt,12000,7,0,,,3,196,0,
991029564137404483,Home in Cape Town · 3 bedrooms · 3 beds · 2 baths,539494533,Chregan,,Ward 54,-33.9614152,18.3820089,Entire home/apt,9822,3,0,,,1,2,0,
989161624778566185,Home in Cape Town · 2 bedrooms · 2 beds · 1.5 baths,34496867,Antje,,Ward 69,-34.10191332201275,18.365607813717286,Entire home/apt,7600,1,2,2023-12-03,2,11,3,2,
989166806369976083,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,273280408,Patience,,Ward 54,-33.91365545510354,18.395152967187958,Entire home/apt,2900,3,13,2023-12-27,4.53,3,125,13,
991038922107833821,Bed and breakfast in Cape Town · 15 bedrooms · 18 beds · 15 baths,539211494,Lovebird,,Ward 108,-33.9664984,18.6793334,Private room,590,1,1,2023-11-25,0.94,3,84,1,
991040346424683600,Home in Cape Town · 2 bedrooms · 3 beds · 2.5 baths,185308070,LaStay,,Ward 54,-33.9107249,18.3977708,Entire home/apt,6080,2,0,,,114,59,0,
991049327684178197,Home in Cape Town · 4 bedrooms · 4 beds · 5 baths,369636918,Luna,,Ward 23,-33.7031648,18.4434267,Entire home/apt,14999,2,2,2023-12-08,0.92,100,351,2,
991069105348235993,Home in Cape Town · ★4.0 · 1 bedroom · 1 bed · 1 private bath,442657176,Charles,,Ward 1,-33.8817973,18.5489751,Private room,543,2,6,2023-12-15,2.22,8,26,6,
991071002714145306,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,304286817,Amy Li,,Ward 23,-33.817785797393306,18.47630278544377,Entire home/apt,1599,2,1,2023-10-12,0.38,10,204,1,
991073005096097900,Tent in Cape Town · 1 bedroom · 1 bed · 1 private bath,490590495,Abby,,Ward 32,-33.588500479627974,18.52175503573495,Private room,785,1,1,2023-12-11,1,2,265,1,
991093449757708587,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1 bath,447507612,Brendon,,Ward 77,-33.9432384,18.4082622,Entire home/apt,2581,2,4,2023-12-10,1.76,68,0,4,
989214436588253369,Rental unit in Cape Town · ★New · 2 bedrooms · 3 beds · 2 baths,2076419,Therese,,Ward 54,-33.96146656557202,18.381566130926096,Entire home/apt,36500,1,0,,,11,249,0,CK1995/051747/23
989217269238046084,Rental unit in Cape Town · ★New · 3 bedrooms · 5 beds · 3.5 baths,2076419,Therese,,Ward 54,-33.96302789402681,18.381990801107914,Entire home/apt,41500,1,0,,,11,255,0,CK1995/051747/23
989222426984961166,Rental unit in Cape Town · 1 bedroom · 2 beds · 1 bath,25227082,Vaughn,,Ward 23,-33.809602159307026,18.484142012894154,Private room,900,2,0,,,2,257,0,
989526573706995049,Rental unit in Cape Town · Studio · 1 bed · 1 bath,539160656,Propr,,Ward 115,-33.9219464,18.4187235,Entire home/apt,2089,2,1,2023-10-05,0.35,1,336,1,
991116050279425141,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,31361698,Bespoke Letting,,Ward 115,-33.929025522636934,18.4221697723526,Entire home/apt,1447,3,0,,,6,131,0,
991148587976244580,Home in Cape Town · 3 bedrooms · 4 beds · 2 baths,48118705,Janine & Rachel,,Ward 54,-33.9521793,18.3810813,Entire home/apt,9193,3,2,2023-11-08,1.03,34,107,2,
989538110209854989,Rental unit in Cape Town · 2 bedrooms · 2 beds · 2 baths,539162473,Propr,,Ward 115,-33.9085199,18.400785,Entire home/apt,5630,2,1,2023-10-08,0.37,3,352,1,
989543485783361808,Place to stay in Cape Town · 1 bedroom · 1 bed · 1.5 baths,165373822,Patricia,,Ward 69,-34.13062861455192,18.39415155351162,Entire home/apt,1000,2,0,,,1,265,0,
989555688586947436,Home in Cape Town · 4 bedrooms · 5 beds · 3.5 baths,452634163,Zelda,,Ward 23,-33.70658533108858,18.444385640323162,Entire home/apt,,6,0,,,3,0,0,
989585129190692762,Home in Cape Town · ★New · 3 bedrooms · 4 beds · 1 bath,186112333,Nadine,,Ward 5,-33.86247039745182,18.549769133998122,Entire home/apt,4286,2,0,,,1,247,0,
991160976920798337,Home in Cape Town · 4 bedrooms · 5 beds · 4 baths,210460043,Love Luxury Homes,,Ward 54,-33.96634919828048,18.37692402345478,Entire home/apt,23000,3,0,,,5,359,0,
991225567229609422,Rental unit in Cape Town · ★New · 1 bedroom · 1 bed · 1 bath,483237259,Beyond Architecture,,Ward 115,-33.91859713628321,18.424353107319163,Entire home/apt,1321,3,0,,,1,256,0,
989603347800255572,Rental unit in Cape Town · 2 bedrooms · 3 beds · 2 baths,539174930,Propr,,Ward 115,-33.90904619423141,18.40312274855519,Entire home/apt,5479,2,1,2023-12-10,1,1,318,1,
989668138007343171,Rental unit in Cape Town · 1 bedroom · 1 bed · 1.5 baths,539188557,Propr,,Ward 115,-33.9108302,18.4104737,Entire home/apt,2318,2,0,,,1,234,0,
991227372956032912,Home in Cape Town · 2 bedrooms · 2 beds · 1.5 baths,539539042,Susan,,Ward 64,-34.12675249999999,18.4469042,Entire home/apt,2000,5,0,,,1,76,0,
991248909615326931,Home in Cape Town · 3 bedrooms · 3 beds · 3 baths,50383607,Elle,,Ward 58,-33.9673844,18.4833365,Entire home/apt,5157,6,0,,,8,4,0,
989679600275733760,Rental unit in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 3 baths,76574144,Louise,,Ward 54,-33.91427028343134,18.393149031535135,Entire home/apt,6486,2,7,2023-12-27,3.89,24,229,7,
989700162256064850,Home in Cape Town · 4 bedrooms · 5 beds · 3 baths,447929388,Busisiwe,,Ward 107,-33.808389114482175,18.505510081311094,Entire home/apt,5929,1,0,,,1,84,0,
991280701388606388,Rental unit in Cape Town · Studio · 2 beds · 1 bath,363500630,Jacolene,,Ward 115,-33.92436,18.41376,Entire home/apt,900,3,2,2023-12-07,1.58,2,252,2,
991333841355591198,Home in Cape Town · 3 bedrooms · 2 beds · 2 baths,464004682,Zimkita,,Ward 107,-33.80614870925456,18.498265278098664,Entire home/apt,1005,2,1,2023-10-09,0.37,8,174,1,
991362090464828469,Rental unit in Cape Town · ★5.0 · Studio · 1 bed · 1 bath,53419956,Janina,,Ward 115,-33.92609,18.41593,Entire home/apt,1307,2,7,2023-11-29,2.44,29,82,7,
991382567687604074,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,7276640,Jenny,,Ward 115,-33.933859450341956,18.412266023555222,Entire home/apt,2143,3,7,2023-12-20,3.39,17,212,7,
989713260833892221,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,462174289,Jenna And Craig,,Ward 115,-33.928037787219566,18.45363006385004,Entire home/apt,1140,1,3,2023-12-10,3,2,230,3,
991678822581191772,Home in Cape Town · ★New · 3 bedrooms · 4 beds · 2 baths,538008110,Nicole,,Ward 70,-33.8585489,18.6308208,Entire home/apt,2103,3,0,,,1,331,0,
989752422114589512,Guesthouse in Cape Town · 1 bedroom · 1 bed · 1 bath,415447922,Delano Ryan,,Ward 1,-33.8828911,18.5875575,Private room,640,1,0,,,6,269,0,
989766882794935134,Home in Cape Town · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,539214143,Suki,,Ward 61,-34.1982380753721,18.38040100142426,Entire home/apt,5962,2,8,2023-11-12,2.76,2,142,8,
991734565153123519,Townhouse in Cape Town · ★New · 2 bedrooms · 2 beds · 2 baths,150523791,Jandré,,Ward 107,-33.8183103406802,18.480190113186836,Entire home/apt,2043,5,0,,,1,40,0,
991789514111561725,Home in Cape Town · ★5.0 · 6 bedrooms · 6 beds · 7 baths,369636918,Luna,,Ward 23,-33.7031648,18.4434267,Entire home/apt,17822,2,2,2023-11-03,0.87,100,0,2,
989772038551149725,Home in Cape Town · 6 bedrooms · 7 beds · 6.5 baths,48303994,Nicki,,Ward 62,-34.0169398762029,18.418448807577512,Entire home/apt,22468,7,0,,,48,350,0,
989823783637502938,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,2516345,Jaco,,Ward 115,-33.9165154,18.4206058,Entire home/apt,3194,3,0,,,83,163,0,
989853790282906952,Rental unit in Cape Town · 1 bedroom · 1 bed · 1 bath,509005324,Michelle,,Ward 107,-33.82200118886169,18.47675118340665,Entire home/apt,2300,4,1,2023-12-23,1,10,348,1,
994282245271952100,Rental unit in Cape Town · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,217640606,Batandwa,,Ward 115,-33.91731687959781,18.426158495801456,Entire home/apt,1668,2,5,2023-12-15,3.19,2,48,5,
991811353272097087,Rental unit in Cape Town · 2 bedrooms · 3 beds · 1 bath,342245797,Fergill,,Ward 103,-33.8205334,18.71897,Entire home/apt,567,2,1,2023-10-26,0.48,2,206,1,
991815466550050259,Rental unit in Cape Town · ★4.80 · 2 bedrooms · 2 beds · 2 baths,182765422,Mariza,,Ward 54,-33.92416624687214,18.377722950262463,Entire home/apt,3179,3,5,2023-12-17,3.57,2,31,5,
991820817963022723,Rental unit in Cape Town · ★4.86 · 1 bedroom · 2 beds · 1 bath,58665456,Taryn,,Ward 23,-33.8066833,18.4776426,Entire home/apt,671,2,7,2023-11-22,2.39,1,305,7,
994307145447232620,Home in Cape Town · 2 bedrooms · 1 bed · 1 bath,480765336,Oluwasegun,,Ward 107,-33.79400081521147,18.49283158465962,Entire home/apt,850,1,0,,,1,259,0,
991826447376765691,Home in Cape Town · 1 bedroom · 1 bed · 1 bath,55632448,Leigh,,Ward 74,-34.0427488,18.3691217,Entire home/apt,1700,2,2,2023-11-15,1.13,1,156,2,
994628967370831581,Rental unit in Cape Town · ★4.78 · 2 bedrooms · 2 beds · 2 baths,345843188,Tyler,,Ward 115,-33.9197665,18.4169392,Entire home/apt,8071,2,9,2023-12-11,3.86,19,145,9,
994642548241369720,Rental unit in Kaapstad · 1 bedroom · 1 bed · 2 baths,48929081,Mandy,,Ward 55,-33.89175144404429,18.484150407345727,Entire home/apt,2250,3,0,,,1,181,0,
991945192833024241,Rental unit in Cape Town · ★5.0 · 1 bedroom · 1 bed · 1 bath,369636918,Luna,,Ward 115,-33.9234884,18.4176946,Entire home/apt,2348,2,3,2023-12-03,1.11,100,332,3,
994667786387129503,Home in Cape Town · 2 bedrooms · 3 beds · 2 baths,5509428,Cape Eazi Stayz,,Ward 73,-34.0437,18.45157,Private room,2200,1,1,2023-12-13,1,25,206,1,
994686482018714895,Home in Cape Town · ★4.67 · 3 bedrooms · 3 beds · 3 baths,20602565,Lance,,Ward 115,-33.9080658,18.4069977,Entire home/apt,6177,2,6,2023-12-06,2.17,51,59,6,
994707373677396404,Home in Cape Town · 4 bedrooms · 3 beds · 3 baths,21347619,Vera,,Ward 23,-33.809765405855124,18.475217297673225,Entire home/apt,4600,3,0,,,3,158,0,
991967222085791715,Home in Cape Town · 3 bedrooms · 4 beds · 2.5 baths,29687708,Vanya,,Ward 74,-34.0417920601902,18.369857982216658,Entire home/apt,,7,0,,,1,0,0,
994732379206784290,Home in Cape Town · 4 bedrooms · 4 beds · 3 baths,472886309,Homely Hosts,,Ward 74,-34.031059,18.351374,Entire home/apt,4918,3,0,,,6,108,0,
994741657262588682,Rental unit in Cape Town · 2 bedrooms · 3 beds · 2 baths,112191297,Itchospitality,,Ward 115,-33.91307219652081,18.418499403704825,Entire home/apt,7690,1,0,,,26,320,0,
994775486195931141,Home in Cape Town · 1 bedroom · 2 beds · 1 bath,64720477,Christina,,Ward 69,-34.13279345100261,18.39967724106599,Entire home/apt,1300,3,0,,,6,340,0,
992014879919194362,Home in Cape Town · 3 bedrooms · 3 beds · 1.5 baths,25839305,Tara,,Ward 77,-33.93701552538402,18.416181106128512,Entire home/apt,3800,3,0,,,1,35,0,
994777255656922595,Rental unit in Cape Town · Studio · 1 bed · 1 bath,540313828,Propr,,Ward 115,-33.9000827,18.4076249,Entire home/apt,1690,2,2,2023-12-02,1.82,1,336,2,
